"PROYECTO_ID","CONVOCATORIA_ID","ANO_CONVOCATORIA","CODIGO_PROYECTO","TITULO","FECHA_REGISTRO","FECHA_APROBACION","AÑO_APROBACION","ENTIDAD","CONVOCATORIA","TIPO_FINANCIACION","DESCRIPCION_FINANCIACION","DEPENDENCIA_ID","PROGRAMA","AREA_TEMATICA","AREA_CIENCIA","ESTADO_PROYECTO","EXENCION"
35285,11118,2008,418645722091,"MEJORAMIENTO DEL PROCESO DE ELECTRODEPOSICION DE COBRE UTILIZANDO SOLUCIONES LIBRES DE CIANURO EN LA EMPRESA FANTAXIAS LTDA.",39812.5833333333,39931,2009,"FANTAXIAS LTDA.","457/08 - PROYECTOS INVESTIGACIÓN-INNOVACIÓN VINCULACION DE INVESTIGADORES EN EMPRESAS","RC","RECUPERACIÓN CONTINGENTE",40,"OF RELACIONES SECTOR PRODUCTIV","C. DEL MEDIO AMBIENTE Y HÁBITAT","23 OTRAS CIENCIAS DE LA INGENIERÍA","EJECUCION","P"
35300,11115,2008,110145422096,"INFLUENCIA DE LA MASTITIS BOVINA SOBRE PARAMETROS DE CALIDAD DE LA LECHE EN FINCAS DE CUNDINAMARCA. CONTRIBUCION A LA COMPETITIVIDAD DE LA CADENA",40186.6326388889,39960,2009,"UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTÁ","454/08 - PROYECTOS INVESTIGACIÓN-INNOVACIÓN Y DESARROLLO-COFINANCIACIÓN-AÑO 2008-2009","CF","COFINANCIACIÓN",17,"PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGÍA AGROPECUARIA",NA,"42 MEDICINA VETERINARIA","EJECUCION","P"
35071,11115,2008,212545421949,"Optimización del Manejo del Agua en los Cultivos de Grandilla (Passiflora Ligularis Jus) y Maracuya (Passiflora edullis variedad flavicarpa) para mejorar la competitividad.",39736.5159722222,39960,2009,"CORPORACIÓN CENTRO DE INVESTIGACIÓN PARA LA GESTIÓN TECNOLÓGICA DE PASSIFLORA DEL DEPARTAMENTO EL HUILA - CEPAS HUILA","454/08 - PROYECTOS INVESTIGACIÓN-INNOVACIÓN Y DESARROLLO-COFINANCIACIÓN-AÑO 2008-2009","CF","COFINANCIACIÓN",17,"PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGÍA AGROPECUARIA",NA,"41 AGRICULTURA -  SELVICULTURA -  PESCA Y AFINES","EJECUCION","P"
35262,11115,2008,710645422095,"Mejoramiento de la base tecnológica en cosecha y acondicionamiento de mora (Rubus glaucus Benth)  y obtención de un néctar con propiedades nutraceuticas valuadas en un modelo animal.",39792.4097222222,39959,2009,"CORPORACIÓN COLOMBIANA DE INVESTIGACIÓN AGROPECUARIA - CORPOICA","454/08 - PROYECTOS INVESTIGACIÓN-INNOVACIÓN Y DESARROLLO-COFINANCIACIÓN-AÑO 2008-2009","CF","COFINANCIACIÓN",17,"PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGÍA AGROPECUARIA",NA,"41 AGRICULTURA - SELVICULTURA - PESCA Y AFINES","EJECUCION","P"
35066,11115,2008,212545421909,"EVALUACIÓN DE TECNOLOGIAS INNOVADORAS PARA LA OBTENCION DE MATERIAL VEGETAL DE SIEMBRA EN CULTIVOS DE MARACUYA (Passiflora edulis f. flavicarpa) Y GRANADILLA (Passiflora ligularis Juss) PARA MEJORAR SU PRODUCTIVIDAD Y COMPETITIVIDAD EN EL DEPARTAMENTO DEL HUILA",39736.4701388889,39960,2009,"CORPORACIÓN CENTRO DE INVESTIGACIÓN PARA LA GESTIÓN TECNOLÓGICA DE PASSIFLORA DEL DEPARTAMENTO EL HUILA - CEPAS HUILA","454/08 - PROYECTOS INVESTIGACIÓN-INNOVACIÓN Y DESARROLLO-COFINANCIACIÓN-AÑO 2008-2009","CF","COFINANCIACIÓN",17,"PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGÍA AGROPECUARIA",NA,"41 AGRICULTURA - SELVICULTURA - PESCA Y AFINES","EJECUCION","P"
35407,11115,2008,710645425024,"Desempeño fisiológico  de genotipos de cacao bajo diferentes regimenes hídricos en etapa de vivero",39878.5784722222,39959,2009,"CORPORACIÓN COLOMBIANA DE INVESTIGACIÓN AGROPECUARIA - CORPOICA","454/08 - PROYECTOS INVESTIGACIÓN-INNOVACIÓN Y DESARROLLO-COFINANCIACIÓN-AÑO 2008-2009","CF","COFINANCIACIÓN",17,"PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGÍA AGROPECUARIA",NA,"41 AGRICULTURA - SELVICULTURA - PESCA Y AFINES","EJECUCION","P"
35386,11115,2008,111545425003,"Influencia de diferentes variables atmosféricas en el comportamiento de esquemas de pinturas aplicados sobre acero galvanizado (Versión Actualizada)",39864.4076388889,39932,2009,"UNIVERSIDAD DE ANTIOQUIA - UDEA","454/08 - PROYECTOS INVESTIGACIÓN-INNOVACIÓN Y DESARROLLO-COFINANCIACIÓN-AÑO 2008-2009","CF","COFINANCIACIÓN",19,"PROGRAMA NACIONAL DE INVESTIGACIÓN EN ENERGÍA Y MINERÍA","OTRAS","23 OTRAS CIENCIAS DE LA INGENIERÍA","EJECUCION","P"
35363,11115,2008,111845422111,"RECUPERACIÓN DE ORO ELIMINANDO EL USO DE MERCURIO E IMPLEMENTANDO NUEVAS ALTERNATIVAS TECNOLÓGICAS DE CONCENTRACIÓN EN LA ETAPA DE LIMPIEZA FINAL",39857.6729166667,39932,2009,"UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE MEDELLÍN","454/08 - PROYECTOS INVESTIGACIÓN-INNOVACIÓN Y DESARROLLO-COFINANCIACIÓN-AÑO 2008-2009","CF","COFINANCIACIÓN",19,"PROGRAMA NACIONAL DE INVESTIGACIÓN EN ENERGÍA Y MINERÍA","MINERÍA","23 OTRAS CIENCIAS DE LA INGENIERÍA","EJECUCION","P"
36029,11115,2008,110145425657,"PROGRAMA ESTRATÉGICO PARA LA INVESTIGACIÓN Y MODELAMIENTO DEL SISTEMA HIDROTERMAL-MAGMÁTICO EN ÁREAS CON POTENCIAL GEOTÉRMICO LOCALIZADAS EN EL FLANCO NOROCCIDENTAL DEL VOLCÁN NEVADO DEL RUIZ COLOMBIA.  ",39961.3916666667,40050,2009,"UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTÁ","454/08 - PROYECTOS INVESTIGACIÓN-INNOVACIÓN Y DESARROLLO-COFINANCIACIÓN-AÑO 2008-2009","CF","COFINANCIACIÓN",19,"PROGRAMA NACIONAL DE INVESTIGACIÓN EN ENERGÍA Y MINERÍA",NA,NA,"EJECUCION","P"
36277,11115,2008,19545425911,"""MODELACIÓN DE LA ESTRUCTURA RESISTIVA DEL SUBSUELO A PARTIR DE SONDEOS MAGNETOTELÚRICOS EN ÁREAS GEOTÉRMICAS DE COLOMBIA. CASO NEVADO DEL RUIZ"" ",39965.6569444444,40084,2009,"INSTITUTO DE INVESTIGACIÓN E INFORMACIÓN GEOCIENTÍFICA MINERO-AMBIENTAL Y NUCLEAR - INGEOMINAS","454/08 - PROYECTOS INVESTIGACIÓN-INNOVACIÓN Y DESARROLLO-COFINANCIACIÓN-AÑO 2008-2009","CF","COFINANCIACIÓN",19,"PROGRAMA NACIONAL DE INVESTIGACIÓN EN ENERGÍA Y MINERÍA",NA,NA,"EJECUCION","P"
34859,11115,2008,121545421972,"Diseño y desarrollo de una herramienta/aplicación informática de un ""Sistema Integrado de Gestión Energética"" (SIGE) para el diseño de intercambiadores de calor Brazed fabricados en aluminio con retardadores internos.",39722.4625,39869,2009,"UNIVERSIDAD DEL NORTE - UNINORTE","454/08 - PROYECTOS INVESTIGACIÓN-INNOVACIÓN Y DESARROLLO-COFINANCIACIÓN-AÑO 2008-2009","CF","COFINANCIACIÓN",19,"PROGRAMA NACIONAL DE INVESTIGACIÓN EN ENERGÍA Y MINERÍA",NA,NA,"EJECUCION","P"
35063,11115,2008,111845422048,"USO DE MATERIAS PRIMAS COLOMBIANAS PARA EL DESARROLLO DE BALDOSAS CERAMICAS CON ALTO GRADO DE GRESIFICACIÓN - PLANTA PILOTO. PROYECTO IBEROEKA - SEGUNDA PARTE",39764.3645833333,39869,2009,"UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE MEDELLÍN","454/08 - PROYECTOS INVESTIGACIÓN-INNOVACIÓN Y DESARROLLO-COFINANCIACIÓN-AÑO 2008-2009","CF","COFINANCIACIÓN",19,"PROGRAMA NACIONAL DE INVESTIGACIÓN EN ENERGÍA Y MINERÍA",NA,"23 OTRAS CIENCIAS DE LA INGENIERÍA","EJECUCION","P"
35383,11115,2008,111845422120,"""DIAGNÓSTICO DISTRIBUIDO DE EVENTOS Y OPTIMIZACIÓN DE REDES DE GESTIÓN EN SISTEMAS DE TRANSMISION DE ENERGIA ELÉCTRICA""",39870.5423611111,39960,2009,"UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE MEDELLÍN","454/08 - PROYECTOS INVESTIGACIÓN-INNOVACIÓN Y DESARROLLO-COFINANCIACIÓN-AÑO 2008-2009","CF","COFINANCIACIÓN",19,"PROGRAMA NACIONAL DE INVESTIGACIÓN EN ENERGÍA Y MINERÍA",NA,"22 INGENIERÍA ELÉCTRICA - ELECTRÓNICA","EJECUCION","P"
36255,11115,2008,111545425886,"REDUCCIÓN DE EMISIONES DE MATERIAL PARTICULADO Y NOx EN LA EMPRESA SUMICOL S.A.",39965.5875,40077,2009,"UNIVERSIDAD DE ANTIOQUIA - UDEA","454/08 - PROYECTOS INVESTIGACIÓN-INNOVACIÓN Y DESARROLLO-COFINANCIACIÓN-AÑO 2008-2009","CF","COFINANCIACIÓN",18,"PROGRAMA NACIONAL DE DESARROLLO TECNOLÓGICO INDUSTRIAL Y CALIDAD",NA,NA,"EJECUCION","P"
36040,11115,2008,121645425669,"Desarrollo de fundiciones de hierro con características mejoradas utilizando métodos computacionales de diseño de moldes",39960.8194444444,40031,2009,"Universidad EAFIT","454/08 - PROYECTOS INVESTIGACIÓN-INNOVACIÓN Y DESARROLLO-COFINANCIACIÓN-AÑO 2008-2009","CF","COFINANCIACIÓN",18,"PROGRAMA NACIONAL DE DESARROLLO TECNOLÓGICO INDUSTRIAL Y CALIDAD",NA,NA,"EJECUCION","P"
36164,11115,2008,120445425795,"DESARROLLO DE ALMIDÓN PLASTIFICADO EN TRES GRADOS DE PROCESABILIDAD DIFERENTES A PARTIR DE ALMIDÓN DE YUCA. MAYO 2009",39962.6083333333,40031,2009,"UNIVERSIDAD DE LOS ANDES - UNIANDES","454/08 - PROYECTOS INVESTIGACIÓN-INNOVACIÓN Y DESARROLLO-COFINANCIACIÓN-AÑO 2008-2009","CF","COFINANCIACIÓN",18,"PROGRAMA NACIONAL DE DESARROLLO TECNOLÓGICO INDUSTRIAL Y CALIDAD",NA,NA,"EJECUCION","P"
35996,11115,2008,121545425624,"Programa Estratégico: ""Diseño e implementación de modelos de gestión para mejoramiento de la eficiencia operativa en Mundial Logistics Service S.A. (MLS) y Comercial Plastider S.A.""",39945.9743055556,40077,2009,"UNIVERSIDAD DEL NORTE - UNINORTE","454/08 - PROYECTOS INVESTIGACIÓN-INNOVACIÓN Y DESARROLLO-COFINANCIACIÓN-AÑO 2008-2009","CF","COFINANCIACIÓN",18,"PROGRAMA NACIONAL DE DESARROLLO TECNOLÓGICO INDUSTRIAL Y CALIDAD",NA,NA,"EJECUCION","P"
36375,11115,2008,111845426007,"RESISTENCIA A LA FATIGA DE PARES RUEDA-RIEL BAJO CONDICIONES DE OPERACIÓN DEL METRO DE MEDELLÍN",39975.6895833333,40031,2009,"UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE MEDELLÍN","454/08 - PROYECTOS INVESTIGACIÓN-INNOVACIÓN Y DESARROLLO-COFINANCIACIÓN-AÑO 2008-2009","CF","COFINANCIACIÓN",18,"PROGRAMA NACIONAL DE DESARROLLO TECNOLÓGICO INDUSTRIAL Y CALIDAD",NA,NA,"FINALIZADO","P"
36274,11115,2008,338745425907,"OBTENCIÓN CARACTERIZACIÓN Y APLICACIÓN DE FIBRA DIETARIA A PARTIR DE SUBPRODUCTOS DE NARANJA EN PRODUCTOS CÁRNICOS Y DE PANADERÍA.",39965.6534722222,40031,2009,"INSTITUTO DE CIENCIA Y TECNOLOGÍA ALIMENTARIA - FUNDACIÓN INTAL","454/08 - PROYECTOS INVESTIGACIÓN-INNOVACIÓN Y DESARROLLO-COFINANCIACIÓN-AÑO 2008-2009","CF","COFINANCIACIÓN",18,"PROGRAMA NACIONAL DE DESARROLLO TECNOLÓGICO INDUSTRIAL Y CALIDAD",NA,NA,"FINALIZADO","P"
35408,11115,2008,335145425025,"Mejoramiento de los procesos logísticos a través de la implementación de la tecnología RFID para incrementar la visibilidad del producto y la información en las industrias que manejan productos que contienen líquidos y metales",39882.4305555556,39932,2009,"FUNDACIÓN LOGyCA","454/08 - PROYECTOS INVESTIGACIÓN-INNOVACIÓN Y DESARROLLO-COFINANCIACIÓN-AÑO 2008-2009","CF","COFINANCIACIÓN",18,"PROGRAMA NACIONAL DE DESARROLLO TECNOLÓGICO INDUSTRIAL Y CALIDAD",NA,"52 ECONOMÍA","EJECUCION","P"
35409,11115,2008,335145425026,"Proyecto de implementación de la tecnología RFID en la última milla de la cadena textil confección                                                                                                                                                                              ",39882.4340277778,39932,2009,"FUNDACIÓN LOGyCA","454/08 - PROYECTOS INVESTIGACIÓN-INNOVACIÓN Y DESARROLLO-COFINANCIACIÓN-AÑO 2008-2009","CF","COFINANCIACIÓN",18,"PROGRAMA NACIONAL DE DESARROLLO TECNOLÓGICO INDUSTRIAL Y CALIDAD",NA,"52 ECONOMÍA","LIQUIDADO","P"
35279,11115,2008,111845422087,"METODOLOGÍA INTEGRAL Y EL REDISEÑO DE SISTEMAS  PARA LA MODERNIZACIÓN OPERACIÓN ECOEFICIENTE  Y OPTIMIZACIÓN GLOBAL DE LA PLANTA DE ESTAÑADO DE LANDERS S.A.",39798.7576388889,39932,2009,"UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE MEDELLÍN","454/08 - PROYECTOS INVESTIGACIÓN-INNOVACIÓN Y DESARROLLO-COFINANCIACIÓN-AÑO 2008-2009","CF","COFINANCIACIÓN",18,"PROGRAMA NACIONAL DE DESARROLLO TECNOLÓGICO INDUSTRIAL Y CALIDAD",NA,"23 OTRAS CIENCIAS DE LA INGENIERÍA","APROBADO","P"
35395,11115,2008,121645425012,"DETERMINACIÓN DE LAS PROPIEDADES FÍSICAS Y QUÍMICAS DE MADERAS PLÁSTICAS OBTENIDAS A PARTIR DE MEZCLAS DE POLÍMEROS RECICLABLES",39867.9256944444,39933,2009,"Universidad EAFIT","454/08 - PROYECTOS INVESTIGACIÓN-INNOVACIÓN Y DESARROLLO-COFINANCIACIÓN-AÑO 2008-2009","CF","COFINANCIACIÓN",18,"PROGRAMA NACIONAL DE DESARROLLO TECNOLÓGICO INDUSTRIAL Y CALIDAD",NA,"23 OTRAS CIENCIAS DE LA INGENIERÍA","APROBADO","P"
35058,11115,2008,111845422036,"Modelación y simulación del proceso de espumado en termofijos y elastómeros",39756.7520833333,39842,2009,"UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE MEDELLÍN","454/08 - PROYECTOS INVESTIGACIÓN-INNOVACIÓN Y DESARROLLO-COFINANCIACIÓN-AÑO 2008-2009","CF","COFINANCIACIÓN",18,"PROGRAMA NACIONAL DE DESARROLLO TECNOLÓGICO INDUSTRIAL Y CALIDAD",NA,"23 OTRAS CIENCIAS DE LA INGENIERÍA","EJECUCION","P"
35343,11115,2008,121045422103,"Incremento de la eficiencia energética y el confort del usuario en el metro de Medellín mediante simulación computacional de fluidos Fase I: Resistencia aerodinámica y ventilación.",39855.7145833333,39932,2009,"UNIVERSIDAD PONTIFICIA BOLIVARIANA - SEDE MEDELLÍN","454/08 - PROYECTOS INVESTIGACIÓN-INNOVACIÓN Y DESARROLLO-COFINANCIACIÓN-AÑO 2008-2009","CF","COFINANCIACIÓN",18,"PROGRAMA NACIONAL DE DESARROLLO TECNOLÓGICO INDUSTRIAL Y CALIDAD",NA,"23 OTRAS CIENCIAS DE LA INGENIERÍA","EJECUCION","P"
35349,11115,2008,121645422105,"Desarrollo de materiales con propiedades de aislamiento térmico y acústico  para aplicación en el sector de la construcción",39857.3347222222,39932,2009,"Universidad EAFIT","454/08 - PROYECTOS INVESTIGACIÓN-INNOVACIÓN Y DESARROLLO-COFINANCIACIÓN-AÑO 2008-2009","CF","COFINANCIACIÓN",18,"PROGRAMA NACIONAL DE DESARROLLO TECNOLÓGICO INDUSTRIAL Y CALIDAD",NA,"23 OTRAS CIENCIAS DE LA INGENIERÍA","EJECUCION","P"
35276,11115,2008,121045422085,"Diseño y construcción de una cámara de fermentación para productos cárnicos madurados",39798.3694444444,39933,2009,"UNIVERSIDAD PONTIFICIA BOLIVARIANA - SEDE MEDELLÍN","454/08 - PROYECTOS INVESTIGACIÓN-INNOVACIÓN Y DESARROLLO-COFINANCIACIÓN-AÑO 2008-2009","CF","COFINANCIACIÓN",18,"PROGRAMA NACIONAL DE DESARROLLO TECNOLÓGICO INDUSTRIAL Y CALIDAD",NA,"23 OTRAS CIENCIAS DE LA INGENIERÍA","FINALIZADO","P"
35392,11115,2008,230945425009,"ESTANDARIZACIÓN Y VALIDACIÓN DE LOS PROCESOS PARA LA OBTENCIÓN DE UN ENLATADO TIPO ATÚN EN CONSERVA CON ADITIVOS (N.TC. 1276) MEDIANTE EL APROVECHAMIENTO DE LOS SUBPRODUCTOS OBTENIDOS DEL PROCESO INDUSTRIAL DEL FILETEO DE LA TILAPIA PLATEADA (Oreochromis niloticus)  Var Chitralada.""2vers""",39867.5180555556,39933,2009,"CORPORACION CENTRO DE DESARROLLO TECNOLOGICO PISCICOLA SURCOLOMBIANO - ACUAPEZ","454/08 - PROYECTOS INVESTIGACIÓN-INNOVACIÓN Y DESARROLLO-COFINANCIACIÓN-AÑO 2008-2009","CF","COFINANCIACIÓN",18,"PROGRAMA NACIONAL DE DESARROLLO TECNOLÓGICO INDUSTRIAL Y CALIDAD",NA,"23 OTRAS CIENCIAS DE LA INGENIERÍA","FINALIZADO","P"
35354,11115,2008,111845422107,"Prototipo de Laboratorio de un Sistema de Visión Industrial para la Inspección y Control de Calidad de Dientes Artificiales de dos capas",39857.5541666667,39932,2009,"UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE MEDELLÍN","454/08 - PROYECTOS INVESTIGACIÓN-INNOVACIÓN Y DESARROLLO-COFINANCIACIÓN-AÑO 2008-2009","CF","COFINANCIACIÓN",18,"PROGRAMA NACIONAL DE DESARROLLO TECNOLÓGICO INDUSTRIAL Y CALIDAD",NA,"22 INGENIERÍA ELÉCTRICA - ELECTRÓNICA","POR LIQUIDAR","P"
35242,11115,2008,520145422077,"DISEÑO Y DESARROLLO DE PRODUCTOS COSMECÉUTICOS FOTOPROTECTORES EN CREMA LOCIÓN Y GEL COMO COADYUVANTES DE TERAPIAS ONCOLÓGICAS",39780.36875,39933,2009,"CENTRO DE LA CIENCIA Y LA INVESTIGACION FARMACEUTICA - CECIF","454/08 - PROYECTOS INVESTIGACIÓN-INNOVACIÓN Y DESARROLLO-COFINANCIACIÓN-AÑO 2008-2009","CF","COFINANCIACIÓN",18,"PROGRAMA NACIONAL DE DESARROLLO TECNOLÓGICO INDUSTRIAL Y CALIDAD",NA,"13 CIENCIAS QUÍMICAS","APROBADO","P"
36376,11115,2008,111045426008,"DESARROLLO DE UN SISTEMA AUTOMÁTICO DE MAPEO CEREBRAL Y MONITOREO INTRAOPERATORIO CORTICAL Y PROFUNDO: APLICACIÓN A LA NEUROCIRUGÍA",39983.7104166667,40113,2009,"UNIVERSIDAD TECNOLÓGICA DE PEREIRA - UTP","454/08 - PROYECTOS INVESTIGACIÓN-INNOVACIÓN Y DESARROLLO-COFINANCIACIÓN-AÑO 2008-2009","CF","COFINANCIACIÓN",16,"PROGRAMA NACIONAL DE ELECTRÓNICA TELECOMUNICACIONES E INFORMÁTICA","NUEVAS TECNOLOGÍAS ELECTRÓNICAS",NA,"EJECUCION","P"
36282,11115,2008,121545425916,"LA EMPRESA SIN PAPELES. DESARROLLO Y VALIDACIÓN DE NUEVAS TECNOLOGÍAS INFORMÁTICAS DE GESTIÓN DOCUMENTAL PARA LA MEJORA Y DIGITALIZACIÓN DE PROCESOS - IBERODOC",39965.7618055556,40080,2009,"UNIVERSIDAD DEL NORTE - UNINORTE","454/08 - PROYECTOS INVESTIGACIÓN-INNOVACIÓN Y DESARROLLO-COFINANCIACIÓN-AÑO 2008-2009","CF","COFINANCIACIÓN",16,"PROGRAMA NACIONAL DE ELECTRÓNICA TELECOMUNICACIONES E INFORMÁTICA","INFORMÁTICA",NA,"EJECUCION","P"
36248,11115,2008,309845425879,"PROYECTO SERVICIO DE GESTIÓN Y AUDITORÍA DE LA CALIDAD DE DATOS EMPRESARIALES Q_INFO ",39965.5631944444,40080,2009,"ESICenter SinerTIC ANDINO","454/08 - PROYECTOS INVESTIGACIÓN-INNOVACIÓN Y DESARROLLO-COFINANCIACIÓN-AÑO 2008-2009","CF","COFINANCIACIÓN",16,"PROGRAMA NACIONAL DE ELECTRÓNICA TELECOMUNICACIONES E INFORMÁTICA","INFORMÁTICA",NA,"EJECUCION","P"
35993,11115,2008,211745425621,"TEST (TESAmerica Software Trainning) Versión 2",39945.4923611111,40113,2009,"UNIVERSIDAD ICESI","454/08 - PROYECTOS INVESTIGACIÓN-INNOVACIÓN Y DESARROLLO-COFINANCIACIÓN-AÑO 2008-2009","CF","COFINANCIACIÓN",16,"PROGRAMA NACIONAL DE ELECTRÓNICA TELECOMUNICACIONES E INFORMÁTICA","INFORMÁTICA",NA,"FINALIZADO","P"
34847,11115,2008,309845422034,"UBI-FACTURA OPEN SOURCE",39720.48125,39952,2009,"ESICenter SinerTIC ANDINO","454/08 - PROYECTOS INVESTIGACIÓN-INNOVACIÓN Y DESARROLLO-COFINANCIACIÓN-AÑO 2008-2009","CF","COFINANCIACIÓN",16,"PROGRAMA NACIONAL DE ELECTRÓNICA TELECOMUNICACIONES E INFORMÁTICA","INFORMÁTICA",NA,"LIQUIDADO","P"
35402,11115,2008,309845425019,"VOTACIÓN ELECTRÓNICA SEGURA",39874.4090277778,39982,2009,"ESICenter SinerTIC ANDINO","454/08 - PROYECTOS INVESTIGACIÓN-INNOVACIÓN Y DESARROLLO-COFINANCIACIÓN-AÑO 2008-2009","CF","COFINANCIACIÓN",16,"PROGRAMA NACIONAL DE ELECTRÓNICA TELECOMUNICACIONES E INFORMÁTICA","INFORMÁTICA","11 MATEMÁTICAS E INFORMÁTICA","POR LIQUIDAR","P"
36635,11115,2008,233345425947,"Diseño e implementación de centros de almacenamiento automatizados mediante la aplicación de tecnologías EPC-RFID",40018.4034722222,40113,2009,"FUNDACION CENTRO DE INVESTIGACION EN MODELACION EMPRESARIAL DEL CARIBE - FCIMEC","454/08 - PROYECTOS INVESTIGACIÓN-INNOVACIÓN Y DESARROLLO-COFINANCIACIÓN-AÑO 2008-2009","CF","COFINANCIACIÓN",16,"PROGRAMA NACIONAL DE ELECTRÓNICA TELECOMUNICACIONES E INFORMÁTICA","AUTOMATIZACIÓN Y MODERNIZACIÓN DE PROCESOS",NA,"APROBADO","P"
35356,11115,2008,327745422108,"Solución Tecnológica integral basada en metrología estadística y TIC para el aseguramiento de las mediciones en Gases de Occidente S.A. E.S.P.",39857.5861111111,39952,2009,"CORPORACIÓN CENTRO DE DESARROLLO TECNOLÓGICO DEL GAS - CDT DEL GAS","454/08 - PROYECTOS INVESTIGACIÓN-INNOVACIÓN Y DESARROLLO-COFINANCIACIÓN-AÑO 2008-2009","CF","COFINANCIACIÓN",16,"PROGRAMA NACIONAL DE ELECTRÓNICA TELECOMUNICACIONES E INFORMÁTICA","AUTOMATIZACIÓN Y MODERNIZACIÓN DE PROCESOS","23 OTRAS CIENCIAS DE LA INGENIERÍA","EJECUCION","P"
35098,11115,2008,110645422039,"Identificación evaluación y manejo del riesgo en el Sistema de Abastecimiento de agua de la red baja de la ciudad de Cali enmarcados en un Plan de Seguridad del Agua (PSA)",39763.4027777778,39863,2009,"UNIVERSIDAD DEL VALLE - UNIVALLE","454/08 - PROYECTOS INVESTIGACIÓN-INNOVACIÓN Y DESARROLLO-COFINANCIACIÓN-AÑO 2008-2009","CF","COFINANCIACIÓN",1,"PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN AMBIENTE BIODIVERSIDAD Y HABITAT",NA,"23 OTRAS CIENCIAS DE LA INGENIERÍA","EJECUCION","P"
35155,11137,2008,121647922001,"Assessment of Intended Deformations and Kinematic Error Identification in Mechanisms Machine Tools and Manipulators",39751.6791666667,40875,2011,"Universidad EAFIT","479/08 CONVOCATORIA  BANCO DE PROYECTOS TESIS DOCTORALES","RC","RECUPERACIÓN CONTINGENTE",18,"PROGRAMA NACIONAL DE DESARROLLO TECNOLÓGICO INDUSTRIAL Y CALIDAD",NA,"23 OTRAS CIENCIAS DE LA INGENIERÍA","EJECUCION","P"
36744,11152,2009,120449826367,"Alimentación Confiable y Manejo de la Calidad de la Potencia Eléctrica en Sistemas Eléctricos de Transporte Masivo (SETM)",40052.3486111111,40114,2009,"UNIVERSIDAD DE LOS ANDES - UNIANDES","498/09 PROYECTOS INNOVACIÓN COLCIENCIAS-CODENSA-EMGESA 2009 MODALIDAD COFINANCIACION","CF","COFINANCIACIÓN",19,"PROGRAMA NACIONAL DE INVESTIGACIÓN EN ENERGÍA Y MINERÍA",NA,NA,"EJECUCION","P"
36776,11152,2009,120449826400,"Sistema inalámbrico para prevenir el hurto de energía eléctrica",40060.7284722222,40114,2009,"UNIVERSIDAD DE LOS ANDES - UNIANDES","498/09 PROYECTOS INNOVACIÓN COLCIENCIAS-CODENSA-EMGESA 2009 MODALIDAD COFINANCIACION","CF","COFINANCIACIÓN",19,"PROGRAMA NACIONAL DE INVESTIGACIÓN EN ENERGÍA Y MINERÍA",NA,NA,"EJECUCION","P"
36765,11152,2009,234149826389,"ESTRUCTURACIÓN DE UN PILOTO DE TROLEBÚS MODERNO EN UNA LÍNEA DE TRANSPORTE PÚBLICO EN BOGOTÁ",40060.6930555556,40114,2009,"CORPORACIÓN CENTRO DE INVESTIGACIÓN Y DESARROLLO TECNOLÓGICO DEL SECTOR ELÉCTRICO - CIDET SEDE MEDELLÍN","498/09 PROYECTOS INNOVACIÓN COLCIENCIAS-CODENSA-EMGESA 2009 MODALIDAD COFINANCIACION","CF","COFINANCIACIÓN",19,"PROGRAMA NACIONAL DE INVESTIGACIÓN EN ENERGÍA Y MINERÍA",NA,NA,"EJECUCION","P"
36760,11152,2009,110149826383,"Modelos para determinar la vida ùtil remanente de centrales de generación",40060.6027777778,40114,2009,"UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTÁ","498/09 PROYECTOS INNOVACIÓN COLCIENCIAS-CODENSA-EMGESA 2009 MODALIDAD COFINANCIACION","CF","COFINANCIACIÓN",19,"PROGRAMA NACIONAL DE INVESTIGACIÓN EN ENERGÍA Y MINERÍA",NA,NA,"EJECUCION","P"
36753,11152,2009,111549826376," Evaluacion de películas auto-limpiantes de TiO2 aplicadas sobre aisladores cerámicos de sistemas de distribución de energía eléctrica",40059.7069444444,40114,2009,"UNIVERSIDAD DE ANTIOQUIA - UDEA","498/09 PROYECTOS INNOVACIÓN COLCIENCIAS-CODENSA-EMGESA 2009 MODALIDAD COFINANCIACION","CF","COFINANCIACIÓN",19,"PROGRAMA NACIONAL DE INVESTIGACIÓN EN ENERGÍA Y MINERÍA",NA,NA,"EJECUCION","P"
